id,produit,categorie,ville,prix,quantite,montant_total,date
5208,Ecran 24 pouces,Informatique,Tetouan,2092,6,12552,2026-01-15
5209,Routeur WiFi,Reseau,Kenitra,800,14,11200,2026-05-30
5210,Disque SSD 1To,Stockage,Safi,1071,7,7497,2026-04-19
5211,Ordinateur portable,Informatique,Mohammedia,8455,17,143735,2026-04-09
5212,Imprimante laser,Bureautique,Settat,2731,8,21848,2026-02-19
5213,Disque SSD 1To,Stockage,Safi,1030,13,13390,2026-04-14
5214,Webcam HD,Accessoires,Rabat,403,14,5642,2026-04-18
5215,Scanner,Bureautique,Fes,1411,16,22576,2026-05-19
5216,Scanner,Bureautique,Meknes,1416,4,5664,2026-05-28
5217,Clavier mecanique,Accessoires,Settat,409,18,7362,2026-03-15
5218,Disque SSD 1To,Stockage,Agadir,996,18,17928,2026-03-13
5219,Imprimante laser,Bureautique,Fes,2464,6,14784,2026-05-14
5220,Souris sans fil,Accessoires,Beni Mellal,130,5,650,2026-03-27
5221,Disque SSD 1To,Stockage,El Jadida,948,17,16116,2026-01-19
5222,Imprimante laser,Bureautique,Taza,2408,16,38528,2026-02-10
5223,Ecran 24 pouces,Informatique,Safi,1750,15,26250,2026-02-19
5224,Projecteur,Bureautique,Fes,6002,5,30010,2026-04-28
5225,Projecteur,Bureautique,Kenitra,5723,7,40061,2026-01-01
5226,Tablette graphique,Informatique,Mohammedia,1854,8,14832,2026-01-23
5227,Scanner,Bureautique,Fes,1426,9,12834,2026-01-10
5228,Ordinateur portable,Informatique,Marrakech,9390,6,56340,2026-02-11
5229,Souris sans fil,Accessoires,Mohammedia,132,18,2376,2026-01-08
5230,Imprimante laser,Bureautique,Errachidia,2599,12,31188,2026-01-22
5231,Switch 24 ports,Reseau,Errachidia,2146,20,42920,2026-01-15
5232,Clavier mecanique,Accessoires,Safi,513,8,4104,2026-02-20
5233,Ordinateur portable,Informatique,Marrakech,9866,13,128258,2026-02-25
5234,Clavier mecanique,Accessoires,Dakhla,504,5,2520,2026-04-12
5235,Webcam HD,Accessoires,Meknes,400,9,3600,2026-02-07
5236,Serveur NAS,Stockage,Settat,5637,5,28185,2026-04-01
5237,Routeur WiFi,Reseau,Settat,821,2,1642,2026-02-02
5238,Casque audio,Accessoires,Casablanca,407,15,6105,2026-03-03
5239,Onduleur,Bureautique,Dakhla,1235,7,8645,2026-05-07
5240,Clavier mecanique,Accessoires,Beni Mellal,424,13,5512,2026-01-21
5241,Disque SSD 1To,Stockage,Settat,1064,9,9576,2026-04-20
5242,Routeur WiFi,Reseau,Settat,670,5,3350,2026-01-08
5243,Ordinateur portable,Informatique,Tanger,8050,12,96600,2026-01-20
5244,Tablette graphique,Informatique,Oujda,1454,4,5816,2026-02-10
5245,Projecteur,Bureautique,Laayoune,4899,14,68586,2026-02-28
5246,Onduleur,Bureautique,Beni Mellal,1381,17,23477,2026-01-07
5247,Webcam HD,Accessoires,Fes,383,8,3064,2026-04-24
5248,Tablette graphique,Informatique,Safi,1404,13,18252,2026-03-03
5249,Serveur NAS,Stockage,Kenitra,7094,10,70940,2026-05-16
5250,Switch 24 ports,Reseau,Beni Mellal,2441,9,21969,2026-01-21
5251,Onduleur,Bureautique,Taza,1717,16,27472,2026-02-24
5252,Imprimante laser,Bureautique,Fes,2035,9,18315,2026-05-14
5253,Ecran 24 pouces,Informatique,Laayoune,2028,19,38532,2026-03-21
5254,Tablette graphique,Informatique,Mohammedia,1423,2,2846,2026-04-08
5255,Webcam HD,Accessoires,Tetouan,378,11,4158,2026-05-24
5256,Imprimante laser,Bureautique,Errachidia,2355,11,25905,2026-05-10
5257,Ordinateur portable,Informatique,Marrakech,8186,10,81860,2026-04-08
5258,Onduleur,Bureautique,Tetouan,1530,17,26010,2026-02-24
5259,Onduleur,Bureautique,El Jadida,1402,14,19628,2026-01-19
5260,Serveur NAS,Stockage,Rabat,7417,10,74170,2026-01-08
5261,Disque SSD 1To,Stockage,Safi,1011,18,18198,2026-03-14
5262,Serveur NAS,Stockage,Errachidia,5476,12,65712,2026-05-03
5263,Casque audio,Accessoires,Nador,377,2,754,2026-05-31
5264,Routeur WiFi,Reseau,Agadir,665,19,12635,2026-05-18
5265,Ecran 24 pouces,Informatique,Mohammedia,1814,10,18140,2026-01-09
5266,Ecran 24 pouces,Informatique,Tanger,1880,20,37600,2026-02-12
5267,Switch 24 ports,Reseau,Kenitra,2353,20,47060,2026-01-27
5268,Scanner,Bureautique,Mohammedia,1461,2,2922,2026-02-06
5269,Imprimante laser,Bureautique,Kenitra,2007,5,10035,2026-05-18
5270,Routeur WiFi,Reseau,Nador,676,10,6760,2026-05-20
5271,Tablette graphique,Informatique,Taza,1583,14,22162,2026-04-01
5272,Ordinateur portable,Informatique,Oujda,7345,4,29380,2026-03-11
5273,Webcam HD,Accessoires,Tetouan,417,12,5004,2026-04-09
5274,Disque SSD 1To,Stockage,Nador,1145,15,17175,2026-01-22
5275,Souris sans fil,Accessoires,Casablanca,116,14,1624,2026-03-04
5276,Disque SSD 1To,Stockage,Casablanca,1114,4,4456,2026-04-20
5277,Tablette graphique,Informatique,Casablanca,1655,8,13240,2026-01-14
5278,Clavier mecanique,Accessoires,Taza,497,19,9443,2026-04-21
5279,Routeur WiFi,Reseau,Fes,747,5,3735,2026-05-19
5280,Imprimante laser,Bureautique,Laayoune,2551,8,20408,2026-05-25
5281,Projecteur,Bureautique,Taza,5328,18,95904,2026-01-08
5282,Imprimante laser,Bureautique,Rabat,2130,19,40470,2026-05-11
5283,Imprimante laser,Bureautique,Tanger,2606,14,36484,2026-02-13
5284,Imprimante laser,Bureautique,Mohammedia,2316,4,9264,2026-04-12
5285,Switch 24 ports,Reseau,Casablanca,2078,3,6234,2026-01-12
5286,Onduleur,Bureautique,Nador,1505,11,16555,2026-01-29
5287,Casque audio,Accessoires,Mohammedia,380,13,4940,2026-03-04
5288,Ordinateur portable,Informatique,Dakhla,8724,19,165756,2026-03-26
5289,Routeur WiFi,Reseau,Mohammedia,763,4,3052,2026-03-04
5290,Switch 24 ports,Reseau,Agadir,1820,3,5460,2026-04-17
5291,Disque SSD 1To,Stockage,Oujda,996,2,1992,2026-04-23
5292,Projecteur,Bureautique,Safi,4587,1,4587,2026-03-09
5293,Projecteur,Bureautique,Errachidia,5865,11,64515,2026-03-05
5294,Serveur NAS,Stockage,Dakhla,5317,16,85072,2026-03-20
5295,Routeur WiFi,Reseau,Rabat,678,15,10170,2026-04-01
5296,Onduleur,Bureautique,Marrakech,1580,2,3160,2026-04-22
5297,Ordinateur portable,Informatique,Kenitra,8267,16,132272,2026-05-23
5298,Clavier mecanique,Accessoires,Mohammedia,430,13,5590,2026-05-01
5299,Ecran 24 pouces,Informatique,Settat,2073,6,12438,2026-02-07
5300,Souris sans fil,Accessoires,Safi,139,8,1112,2026-01-05
5301,Ordinateur portable,Informatique,Meknes,8662,11,95282,2026-04-29
5302,Serveur NAS,Stockage,Marrakech,7036,6,42216,2026-01-10
5303,Switch 24 ports,Reseau,Casablanca,1844,9,16596,2026-03-10
5304,Projecteur,Bureautique,Casablanca,5248,1,5248,2026-03-30
5305,Webcam HD,Accessoires,Kenitra,488,3,1464,2026-02-27
5306,Clavier mecanique,Accessoires,Beni Mellal,443,12,5316,2026-04-10
5307,Webcam HD,Accessoires,Meknes,394,4,1576,2026-03-28
5308,Imprimante laser,Bureautique,Rabat,2322,7,16254,2026-02-17
5309,Routeur WiFi,Reseau,El Jadida,833,12,9996,2026-04-07
5310,Routeur WiFi,Reseau,Rabat,786,14,11004,2026-05-11
5311,Projecteur,Bureautique,Fes,5744,20,114880,2026-05-06
5312,Scanner,Bureautique,Nador,1351,17,22967,2026-04-17
5313,Scanner,Bureautique,Dakhla,1408,18,25344,2026-01-09
5314,Serveur NAS,Stockage,Casablanca,6931,12,83172,2026-05-29
5315,Onduleur,Bureautique,Errachidia,1578,6,9468,2026-03-08
5316,Ordinateur portable,Informatique,Casablanca,9766,8,78128,2026-02-23
5317,Serveur NAS,Stockage,Dakhla,6316,9,56844,2026-05-20
5318,Ordinateur portable,Informatique,Agadir,9738,4,38952,2026-02-02
5319,Souris sans fil,Accessoires,Beni Mellal,136,15,2040,2026-02-14
5320,Webcam HD,Accessoires,Errachidia,500,5,2500,2026-05-03
5321,Clavier mecanique,Accessoires,Marrakech,480,16,7680,2026-03-26
5322,Imprimante laser,Bureautique,Tetouan,2185,10,21850,2026-02-06
5323,Clavier mecanique,Accessoires,Rabat,454,6,2724,2026-01-15
5324,Routeur WiFi,Reseau,Tetouan,820,12,9840,2026-04-14
5325,Clavier mecanique,Accessoires,Fes,432,4,1728,2026-03-02
5326,Onduleur,Bureautique,Tanger,1585,3,4755,2026-04-22
5327,Souris sans fil,Accessoires,Meknes,134,15,2010,2026-02-22
5328,Projecteur,Bureautique,Laayoune,4457,15,66855,2026-03-13
5329,Tablette graphique,Informatique,El Jadida,1840,7,12880,2026-04-30
5330,Casque audio,Accessoires,Rabat,386,18,6948,2026-04-14
5331,Ordinateur portable,Informatique,Safi,9029,3,27087,2026-02-02
5332,Imprimante laser,Bureautique,Nador,2491,14,34874,2026-03-29
5333,Souris sans fil,Accessoires,Rabat,118,16,1888,2026-02-11
5334,Imprimante laser,Bureautique,Tetouan,2360,10,23600,2026-03-13
5335,Switch 24 ports,Reseau,El Jadida,2486,16,39776,2026-02-21
5336,Souris sans fil,Accessoires,Beni Mellal,120,19,2280,2026-05-19
5337,Webcam HD,Accessoires,Errachidia,429,11,4719,2026-05-04
5338,Casque audio,Accessoires,Nador,324,17,5508,2026-04-13
5339,Tablette graphique,Informatique,Beni Mellal,1650,5,8250,2026-02-01
5340,Souris sans fil,Accessoires,Tetouan,130,8,1040,2026-03-11
5341,Tablette graphique,Informatique,Casablanca,1822,14,25508,2026-05-18
5342,Souris sans fil,Accessoires,Settat,121,13,1573,2026-02-04
5343,Ecran 24 pouces,Informatique,Mohammedia,1976,7,13832,2026-03-23
5344,Ecran 24 pouces,Informatique,Laayoune,1931,12,23172,2026-02-09
5345,Souris sans fil,Accessoires,Rabat,118,6,708,2026-03-03
5346,Ordinateur portable,Informatique,Marrakech,8246,13,107198,2026-03-01
5347,Imprimante laser,Bureautique,Casablanca,2599,17,44183,2026-01-12
5348,Ordinateur portable,Informatique,El Jadida,9381,1,9381,2026-04-01
5349,Casque audio,Accessoires,Fes,393,13,5109,2026-01-01
5350,Casque audio,Accessoires,Meknes,412,16,6592,2026-02-03
5351,Ordinateur portable,Informatique,Errachidia,8173,3,24519,2026-03-23
5352,Tablette graphique,Informatique,Beni Mellal,1442,9,12978,2026-04-13
5353,Tablette graphique,Informatique,Taza,1383,16,22128,2026-05-05
5354,Clavier mecanique,Accessoires,Safi,444,2,888,2026-02-11
5355,Switch 24 ports,Reseau,Fes,2393,16,38288,2026-03-21
5356,Serveur NAS,Stockage,El Jadida,5641,4,22564,2026-04-09
5357,Webcam HD,Accessoires,Marrakech,446,4,1784,2026-04-17
5358,Casque audio,Accessoires,Beni Mellal,393,19,7467,2026-03-09
5359,Imprimante laser,Bureautique,Laayoune,2598,19,49362,2026-04-15
5360,Scanner,Bureautique,Beni Mellal,1320,12,15840,2026-03-07
5361,Imprimante laser,Bureautique,Mohammedia,2080,4,8320,2026-04-23
5362,Onduleur,Bureautique,Fes,1434,4,5736,2026-02-27
5363,Clavier mecanique,Accessoires,Casablanca,454,19,8626,2026-03-02
5364,Tablette graphique,Informatique,Nador,1567,18,28206,2026-03-22
5365,Ecran 24 pouces,Informatique,Taza,1800,3,5400,2026-02-01
5366,Projecteur,Bureautique,Fes,5485,17,93245,2026-05-27
5367,Disque SSD 1To,Stockage,Errachidia,1127,17,19159,2026-02-23
5368,Onduleur,Bureautique,Agadir,1598,17,27166,2026-02-26
5369,Scanner,Bureautique,Nador,1226,13,15938,2026-03-06
5370,Routeur WiFi,Reseau,El Jadida,872,13,11336,2026-04-06
5371,Disque SSD 1To,Stockage,Beni Mellal,965,20,19300,2026-02-21
5372,Onduleur,Bureautique,Tetouan,1331,3,3993,2026-03-17
5373,Tablette graphique,Informatique,Beni Mellal,1641,5,8205,2026-05-09
5374,Serveur NAS,Stockage,Marrakech,6742,19,128098,2026-01-08
5375,Imprimante laser,Bureautique,Safi,2633,2,5266,2026-02-02
5376,Switch 24 ports,Reseau,Settat,2462,6,14772,2026-05-15
5377,Onduleur,Bureautique,Tetouan,1669,9,15021,2026-03-07
5378,Onduleur,Bureautique,Laayoune,1710,7,11970,2026-04-26
5379,Projecteur,Bureautique,Meknes,4940,6,29640,2026-03-19
5380,Projecteur,Bureautique,Tetouan,4693,7,32851,2026-02-26
5381,Webcam HD,Accessoires,Agadir,422,16,6752,2026-04-29
5382,Webcam HD,Accessoires,Dakhla,408,5,2040,2026-03-03
5383,Imprimante laser,Bureautique,Fes,2487,12,29844,2026-05-16
5384,Scanner,Bureautique,Beni Mellal,1518,20,30360,2026-05-27
5385,Projecteur,Bureautique,Laayoune,6209,15,93135,2026-05-07
5386,Casque audio,Accessoires,Mohammedia,346,5,1730,2026-05-04
5387,Disque SSD 1To,Stockage,Marrakech,1041,8,8328,2026-04-07
5388,Tablette graphique,Informatique,Kenitra,1731,4,6924,2026-03-17
5389,Tablette graphique,Informatique,Tanger,1674,8,13392,2026-02-07
5390,Scanner,Bureautique,Dakhla,1552,3,4656,2026-03-12
5391,Switch 24 ports,Reseau,Dakhla,2280,20,45600,2026-01-31
5392,Ordinateur portable,Informatique,Safi,9048,6,54288,2026-04-18
5393,Projecteur,Bureautique,El Jadida,5456,12,65472,2026-03-31
5394,Webcam HD,Accessoires,Settat,493,7,3451,2026-03-18
5395,Switch 24 ports,Reseau,Taza,1931,7,13517,2026-01-19
5396,Routeur WiFi,Reseau,Dakhla,727,14,10178,2026-05-07
5397,Serveur NAS,Stockage,Kenitra,6035,3,18105,2026-05-03
5398,Onduleur,Bureautique,Taza,1601,5,8005,2026-05-02
5399,Clavier mecanique,Accessoires,Beni Mellal,454,19,8626,2026-02-22
5400,Ecran 24 pouces,Informatique,Oujda,1966,18,35388,2026-03-31
5401,Clavier mecanique,Accessoires,Kenitra,533,9,4797,2026-03-13
5402,Clavier mecanique,Accessoires,Laayoune,494,9,4446,2026-05-28
5403,Disque SSD 1To,Stockage,Beni Mellal,1211,16,19376,2026-05-03
5404,Webcam HD,Accessoires,Mohammedia,435,6,2610,2026-02-02
5405,Disque SSD 1To,Stockage,Taza,1168,19,22192,2026-01-01
5406,Serveur NAS,Stockage,Meknes,6715,4,26860,2026-03-28
5407,Serveur NAS,Stockage,Tanger,5284,5,26420,2026-05-17
5408,Scanner,Bureautique,Fes,1501,19,28519,2026-03-26
5409,Ordinateur portable,Informatique,Oujda,7432,15,111480,2026-04-29
5410,Webcam HD,Accessoires,Settat,494,19,9386,2026-03-04
5411,Clavier mecanique,Accessoires,Safi,475,5,2375,2026-01-02
5412,Onduleur,Bureautique,Casablanca,1437,17,24429,2026-05-24
5413,Disque SSD 1To,Stockage,Dakhla,1173,14,16422,2026-03-16
5414,Routeur WiFi,Reseau,Rabat,692,12,8304,2026-03-02
5415,Casque audio,Accessoires,Errachidia,334,11,3674,2026-04-24
5416,Imprimante laser,Bureautique,Beni Mellal,2613,1,2613,2026-03-13
5417,Serveur NAS,Stockage,El Jadida,5981,17,101677,2026-04-16
5418,Onduleur,Bureautique,Meknes,1450,15,21750,2026-05-09
5419,Routeur WiFi,Reseau,Safi,885,15,13275,2026-02-03
5420,Ordinateur portable,Informatique,Taza,9152,7,64064,2026-01-23
5421,Serveur NAS,Stockage,Beni Mellal,5769,5,28845,2026-03-30
5422,Souris sans fil,Accessoires,Agadir,126,2,252,2026-05-26
5423,Casque audio,Accessoires,Marrakech,305,5,1525,2026-02-16
5424,Souris sans fil,Accessoires,Taza,108,14,1512,2026-05-31
5425,Projecteur,Bureautique,Kenitra,5392,2,10784,2026-02-04
5426,Serveur NAS,Stockage,Tetouan,5815,2,11630,2026-05-19
5427,Disque SSD 1To,Stockage,Tanger,1059,7,7413,2026-04-05
5428,Projecteur,Bureautique,Beni Mellal,5097,17,86649,2026-01-30
5429,Imprimante laser,Bureautique,Beni Mellal,2122,15,31830,2026-03-03
5430,Onduleur,Bureautique,Kenitra,1374,8,10992,2026-05-06
5431,Casque audio,Accessoires,Mohammedia,340,10,3400,2026-02-02
5432,Casque audio,Accessoires,Dakhla,397,15,5955,2026-02-11
5433,Tablette graphique,Informatique,Casablanca,1569,12,18828,2026-05-25
5434,Serveur NAS,Stockage,Marrakech,6044,8,48352,2026-04-04
5435,Projecteur,Bureautique,Nador,5966,9,53694,2026-03-26
5436,Imprimante laser,Bureautique,Errachidia,2258,13,29354,2026-01-10
5437,Ordinateur portable,Informatique,El Jadida,7315,6,43890,2026-03-06
5438,Imprimante laser,Bureautique,Tanger,2360,4,9440,2026-04-25
5439,Scanner,Bureautique,Taza,1264,3,3792,2026-03-14
5440,Projecteur,Bureautique,Rabat,4623,16,73968,2026-01-05
5441,Souris sans fil,Accessoires,Kenitra,135,9,1215,2026-05-25
5442,Scanner,Bureautique,Tanger,1300,19,24700,2026-04-03
5443,Webcam HD,Accessoires,Oujda,363,11,3993,2026-02-24
5444,Ordinateur portable,Informatique,Casablanca,9211,16,147376,2026-04-11
5445,Serveur NAS,Stockage,Tanger,6046,2,12092,2026-02-24
5446,Tablette graphique,Informatique,Taza,1900,1,1900,2026-05-15
5447,Ordinateur portable,Informatique,Agadir,10129,11,111419,2026-04-16
5448,Webcam HD,Accessoires,Dakhla,444,9,3996,2026-01-29
5449,Ordinateur portable,Informatique,Tetouan,8070,16,129120,2026-01-25
5450,Ordinateur portable,Informatique,Settat,9171,5,45855,2026-04-17
5451,Scanner,Bureautique,Safi,1475,8,11800,2026-03-29
5452,Clavier mecanique,Accessoires,Rabat,496,20,9920,2026-04-27
5453,Disque SSD 1To,Stockage,Rabat,1211,13,15743,2026-02-17
5454,Ordinateur portable,Informatique,Tanger,8438,19,160322,2026-01-10
5455,Clavier mecanique,Accessoires,Meknes,472,13,6136,2026-04-22
5456,Casque audio,Accessoires,Settat,396,8,3168,2026-05-02
5457,Switch 24 ports,Reseau,Oujda,1988,8,15904,2026-04-24
5458,Ecran 24 pouces,Informatique,Mohammedia,1753,4,7012,2026-05-23
5459,Ordinateur portable,Informatique,Laayoune,10073,2,20146,2026-02-26
5460,Routeur WiFi,Reseau,Agadir,860,13,11180,2026-01-30
5461,Casque audio,Accessoires,Dakhla,390,2,780,2026-04-18
5462,Casque audio,Accessoires,Tetouan,418,11,4598,2026-01-09
5463,Ecran 24 pouces,Informatique,Taza,1878,5,9390,2026-05-05
5464,Tablette graphique,Informatique,Casablanca,1698,17,28866,2026-01-20
5465,Souris sans fil,Accessoires,Mohammedia,118,13,1534,2026-04-26
5466,Projecteur,Bureautique,Settat,5941,1,5941,2026-04-27
5467,Serveur NAS,Stockage,El Jadida,6104,5,30520,2026-03-11
5468,Casque audio,Accessoires,Tetouan,349,5,1745,2026-02-04
5469,Souris sans fil,Accessoires,Meknes,108,3,324,2026-04-18
5470,Ecran 24 pouces,Informatique,Meknes,1730,6,10380,2026-05-29
5471,Ecran 24 pouces,Informatique,Fes,1916,4,7664,2026-04-25
5472,Scanner,Bureautique,Fes,1409,18,25362,2026-04-03
5473,Scanner,Bureautique,Settat,1107,14,15498,2026-03-21
5474,Ordinateur portable,Informatique,Marrakech,8527,6,51162,2026-05-13
5475,Casque audio,Accessoires,Beni Mellal,414,2,828,2026-01-15
5476,Imprimante laser,Bureautique,Meknes,2382,11,26202,2026-03-31
5477,Clavier mecanique,Accessoires,Mohammedia,401,6,2406,2026-01-20
5478,Routeur WiFi,Reseau,Rabat,750,7,5250,2026-05-15
5479,Ecran 24 pouces,Informatique,Tetouan,1751,7,12257,2026-01-24
5480,Imprimante laser,Bureautique,Dakhla,2366,19,44954,2026-02-22
5481,Casque audio,Accessoires,Dakhla,297,20,5940,2026-04-17
5482,Scanner,Bureautique,Tetouan,1554,11,17094,2026-03-08
5483,Switch 24 ports,Reseau,El Jadida,1841,8,14728,2026-03-24
5484,Ecran 24 pouces,Informatique,Tetouan,1558,2,3116,2026-04-02
5485,Disque SSD 1To,Stockage,Taza,1254,6,7524,2026-02-11
5486,Serveur NAS,Stockage,Meknes,6856,7,47992,2026-02-13
5487,Souris sans fil,Accessoires,Errachidia,139,6,834,2026-03-26
5488,Ecran 24 pouces,Informatique,Marrakech,1901,6,11406,2026-04-04
5489,Clavier mecanique,Accessoires,Marrakech,456,9,4104,2026-04-26
5490,Disque SSD 1To,Stockage,Fes,1303,12,15636,2026-05-08
5491,Onduleur,Bureautique,Fes,1364,11,15004,2026-01-02
5492,Routeur WiFi,Reseau,Mohammedia,728,12,8736,2026-04-12
5493,Casque audio,Accessoires,Tetouan,351,5,1755,2026-04-12
5494,Serveur NAS,Stockage,Settat,6509,7,45563,2026-04-30
5495,Clavier mecanique,Accessoires,Agadir,440,20,8800,2026-01-22
5496,Switch 24 ports,Reseau,Rabat,2073,17,35241,2026-05-03
5497,Webcam HD,Accessoires,Beni Mellal,387,10,3870,2026-02-12
5498,Scanner,Bureautique,Tetouan,1245,16,19920,2026-02-28
5499,Routeur WiFi,Reseau,Mohammedia,643,13,8359,2026-03-07
5500,Clavier mecanique,Accessoires,Taza,491,17,8347,2026-02-03
5501,Projecteur,Bureautique,Taza,6132,8,49056,2026-03-15
5502,Imprimante laser,Bureautique,Marrakech,2743,13,35659,2026-02-13
5503,Ecran 24 pouces,Informatique,Settat,1627,11,17897,2026-04-07
5504,Webcam HD,Accessoires,Taza,404,5,2020,2026-05-15
5505,Souris sans fil,Accessoires,Tetouan,140,14,1960,2026-02-15
5506,Switch 24 ports,Reseau,Tetouan,2021,9,18189,2026-01-19
5507,Casque audio,Accessoires,Oujda,395,6,2370,2026-05-03
5508,Switch 24 ports,Reseau,Tanger,2251,15,33765,2026-01-28
5509,Souris sans fil,Accessoires,Mohammedia,109,2,218,2026-01-20
5510,Routeur WiFi,Reseau,Dakhla,798,11,8778,2026-05-11
5511,Onduleur,Bureautique,Mohammedia,1367,19,25973,2026-03-03
5512,Casque audio,Accessoires,Dakhla,357,6,2142,2026-01-26
5513,Routeur WiFi,Reseau,Laayoune,894,7,6258,2026-01-27
5514,Imprimante laser,Bureautique,Agadir,2203,9,19827,2026-02-06
5515,Webcam HD,Accessoires,Settat,360,5,1800,2026-05-27
5516,Webcam HD,Accessoires,Oujda,482,5,2410,2026-01-06
5517,Scanner,Bureautique,Tetouan,1244,17,21148,2026-01-22
5518,Ecran 24 pouces,Informatique,Settat,1962,16,31392,2026-01-19
5519,Ecran 24 pouces,Informatique,Errachidia,1535,1,1535,2026-02-09
5520,Souris sans fil,Accessoires,Beni Mellal,142,8,1136,2026-02-11
5521,Casque audio,Accessoires,Oujda,362,11,3982,2026-04-01
5522,Serveur NAS,Stockage,Laayoune,5550,11,61050,2026-03-20
5523,Souris sans fil,Accessoires,Safi,131,4,524,2026-05-29
5524,Clavier mecanique,Accessoires,Taza,501,14,7014,2026-05-20
5525,Ordinateur portable,Informatique,Casablanca,8012,17,136204,2026-01-12
5526,Webcam HD,Accessoires,Beni Mellal,430,11,4730,2026-03-25
5527,Disque SSD 1To,Stockage,Tanger,996,5,4980,2026-01-17
5528,Clavier mecanique,Accessoires,Laayoune,469,20,9380,2026-02-04
5529,Onduleur,Bureautique,Casablanca,1443,2,2886,2026-04-06
5530,Ordinateur portable,Informatique,Fes,9411,1,9411,2026-01-24
5531,Disque SSD 1To,Stockage,Kenitra,1089,5,5445,2026-02-01
5532,Webcam HD,Accessoires,Tetouan,458,7,3206,2026-01-23
5533,Ecran 24 pouces,Informatique,Taza,1887,3,5661,2026-01-04
5534,Tablette graphique,Informatique,Beni Mellal,1533,13,19929,2026-05-20
5535,Webcam HD,Accessoires,Tanger,494,13,6422,2026-02-23
5536,Projecteur,Bureautique,Dakhla,6112,14,85568,2026-05-22
5537,Onduleur,Bureautique,Marrakech,1391,13,18083,2026-03-12
